OrderID,ReturnDate,ReturnReason
O033911,2024-05-07,Quality Issue
O033922,2025-04-18,Late Delivery
O033925,2023-07-25,Customer Changed Mind
O033935,2024-10-08,Wrong Product
O033981,2025-08-10,Late Delivery
O033987,2023-12-17,Customer Changed Mind
O033990,2024-09-24,Damaged
O034007,2023-06-29,Damaged
O034015,2023-12-16,Damaged
O034022,2023-04-14,Quality Issue
O034031,2023-01-08,Quality Issue
O034035,2026-01-07,Customer Changed Mind
O034050,2025-11-02,Damaged
O034053,2025-08-11,Damaged
O034054,2024-09-24,Damaged
O034077,2023-09-22,Quality Issue
O034095,2024-10-06,Wrong Product
O034101,2024-11-02,Wrong Product
O034120,2024-05-17,Late Delivery
O034137,2023-02-20,Damaged
O034169,2024-04-06,Damaged
O034234,2025-01-28,Damaged
O034236,2023-10-09,Late Delivery
O034257,2023-02-04,Customer Changed Mind
O034262,2025-10-08,Customer Changed Mind
O034266,2024-04-30,Quality Issue
O034326,2023-11-28,Late Delivery
O034335,2024-06-05,Damaged
O034380,2025-01-05,Quality Issue
O034389,2025-01-25,Wrong Product
O034390,2023-09-06,Quality Issue
O034398,2025-08-06,Late Delivery
O034401,2024-04-12,Wrong Product
O034408,2025-09-12,Damaged
O034416,2025-06-29,Wrong Product
O034420,2024-02-05,Quality Issue
O034435,2025-01-19,Quality Issue
O034451,2023-11-26,Damaged
O034453,2023-03-03,Wrong Product
O034462,2024-09-23,Late Delivery
O034479,2023-03-14,Customer Changed Mind
O034527,2023-05-07,Late Delivery
O034537,2023-08-28,Quality Issue
O034538,2024-01-01,Wrong Product
O034580,2024-01-08,Quality Issue
O034600,2023-01-13,Late Delivery
O034603,2024-01-15,Customer Changed Mind
O034606,2024-02-18,Wrong Product
O034613,2023-10-03,Quality Issue
O034639,2025-12-12,Late Delivery
O034643,2023-07-07,Customer Changed Mind
O034650,2023-09-26,Late Delivery
O034651,2025-08-10,Quality Issue
O034655,2025-02-08,Late Delivery
O034659,2024-05-14,Late Delivery
O034701,2024-06-16,Wrong Product
O034714,2024-11-08,Customer Changed Mind
O034719,2023-12-17,Quality Issue
O034735,2023-11-22,Quality Issue
O034744,2025-11-25,Customer Changed Mind
O034757,2024-12-03,Late Delivery
O034771,2023-01-16,Quality Issue
O034794,2024-07-29,Late Delivery
O034801,2024-11-05,Wrong Product
O034806,2024-12-01,Late Delivery
O034816,2025-12-10,Quality Issue
O034825,2023-09-21,Damaged
O034840,2024-10-25,Late Delivery
O034850,2025-05-14,Wrong Product
O034852,2025-09-18,Wrong Product
O034891,2023-10-14,Wrong Product
O034918,2024-02-05,Quality Issue
O034926,2024-06-20,Damaged
O034943,2023-10-21,Damaged
O034945,2023-04-06,Customer Changed Mind
O034953,2025-04-08,Wrong Product
O034965,2025-07-31,Late Delivery
O034968,2023-07-26,Damaged
O034977,2024-08-25,Quality Issue
O035009,2023-11-23,Quality Issue
O035011,2024-02-27,Wrong Product
O035045,2025-06-14,Customer Changed Mind
O035081,2024-03-06,Damaged
O035091,2025-04-07,Customer Changed Mind
O035095,2023-11-03,Customer Changed Mind
O035116,2023-11-06,Damaged
O035155,2023-06-10,Quality Issue
O035187,2025-12-26,Late Delivery
O035188,2024-06-28,Customer Changed Mind
O035295,2025-08-17,Customer Changed Mind
O035296,2025-01-06,Quality Issue
O035301,2025-12-14,Late Delivery
O035306,2024-07-16,Quality Issue
O035309,2025-01-13,Late Delivery
O035312,2025-10-27,Damaged
O035341,2025-01-27,Quality Issue
O035381,2023-02-25,Quality Issue
O035384,2025-05-22,Customer Changed Mind
O035439,2024-07-13,Damaged
O035482,2025-03-10,Wrong Product
O035483,2023-04-07,Wrong Product
O035486,2024-01-29,Late Delivery
O035522,2024-06-18,Customer Changed Mind
O035536,2024-01-20,Quality Issue
O035571,2023-11-18,Quality Issue
O035574,2023-02-11,Damaged
O035585,2025-01-24,Damaged
O035598,2025-09-28,Wrong Product
O035599,2024-02-11,Late Delivery
O035603,2024-04-02,Damaged
O035608,2023-08-22,Wrong Product
O035638,2025-09-18,Damaged
O035642,2023-07-23,Quality Issue
O035659,2023-01-14,Wrong Product
O035672,2025-01-04,Wrong Product
O035698,2024-03-24,Wrong Product
O035732,2023-09-20,Damaged
O035737,2023-06-04,Late Delivery
O035754,2023-03-18,Late Delivery
O035762,2023-01-27,Wrong Product
O035766,2023-08-25,Damaged
O035768,2024-10-31,Damaged
O035769,2024-03-28,Quality Issue
O035791,2024-09-28,Customer Changed Mind
O035809,2025-12-19,Quality Issue
O035829,2025-05-14,Damaged
O035831,2025-05-27,Quality Issue
O035865,2025-03-10,Customer Changed Mind
O035877,2024-06-21,Late Delivery
O035885,2023-01-10,Quality Issue
O035889,2025-04-03,Late Delivery
O035902,2023-12-16,Damaged
O035904,2025-10-01,Damaged
O035906,2023-06-19,Wrong Product
O035928,2023-08-10,Customer Changed Mind
O035940,2025-02-08,Damaged
O035963,2023-03-31,Damaged
O035968,2024-08-19,Damaged
O035973,2026-01-11,Late Delivery
O035976,2024-01-20,Quality Issue
O036007,2024-04-04,Quality Issue
O036008,2025-11-01,Quality Issue
O036031,2024-11-08,Late Delivery
O036054,2025-04-01,Wrong Product
O036068,2025-05-22,Customer Changed Mind
O036077,2025-07-23,Quality Issue
O036097,2023-02-02,Wrong Product
O036100,2024-09-13,Damaged
O036127,2023-12-01,Wrong Product
O036178,2023-08-15,Late Delivery
O036179,2024-10-28,Quality Issue
O036187,2025-10-13,Late Delivery
O036188,2025-02-12,Late Delivery
O036194,2023-11-26,Wrong Product
O036207,2025-02-07,Wrong Product
O036212,2024-03-15,Wrong Product
O036226,2023-10-07,Damaged
O036234,2024-07-27,Wrong Product
O036273,2025-07-27,Wrong Product
O036280,2025-06-06,Late Delivery
O036305,2023-03-28,Damaged
O036326,2025-12-25,Customer Changed Mind
O036327,2025-04-08,Quality Issue
O036351,2023-08-16,Customer Changed Mind
O036382,2023-01-23,Late Delivery
O036391,2024-06-28,Wrong Product
O036409,2023-06-30,Wrong Product
O036412,2024-09-24,Late Delivery
O036432,2024-07-11,Customer Changed Mind
O036434,2023-05-24,Quality Issue
O036449,2024-07-13,Damaged
O036451,2024-06-06,Damaged
O036477,2023-04-21,Wrong Product
O036495,2024-01-01,Quality Issue
O036512,2024-11-15,Quality Issue
O036514,2023-12-26,Late Delivery
O036520,2024-03-20,Quality Issue
O036539,2024-06-16,Damaged
O036550,2025-08-25,Quality Issue
O036558,2024-02-12,Late Delivery
O036559,2024-02-06,Damaged
O036579,2025-10-20,Damaged
O036582,2026-01-05,Late Delivery
O036589,2024-05-12,Late Delivery
O036611,2025-10-29,Quality Issue
O036615,2024-06-29,Quality Issue
O036644,2024-12-31,Wrong Product
O036673,2024-08-16,Wrong Product
O036692,2025-10-13,Damaged
O036716,2024-07-25,Damaged
O036719,2023-01-19,Customer Changed Mind
O036728,2024-04-24,Customer Changed Mind
O036770,2023-06-29,Wrong Product
O036781,2024-08-28,Customer Changed Mind
O036803,2025-01-27,Quality Issue
O036804,2025-05-08,Quality Issue
O036809,2024-03-27,Damaged
O036830,2025-04-28,Quality Issue
O036840,2024-05-27,Customer Changed Mind
O036846,2024-02-09,Wrong Product
O036853,2025-05-07,Customer Changed Mind
O036854,2024-06-01,Quality Issue
O036855,2023-12-12,Late Delivery
O036885,2024-11-03,Customer Changed Mind
O036918,2023-05-06,Damaged
O036923,2025-10-01,Damaged
O036924,2025-10-28,Quality Issue
O036943,2024-06-07,Damaged
O036988,2025-10-02,Quality Issue
O036996,2023-11-28,Quality Issue
O037007,2026-01-02,Wrong Product
O037011,2025-10-13,Quality Issue
O037012,2024-06-29,Customer Changed Mind
O037024,2024-06-20,Customer Changed Mind
O037027,2023-10-31,Damaged
O037036,2023-11-11,Customer Changed Mind
O037048,2025-02-05,Customer Changed Mind
O037060,2024-12-17,Quality Issue
O037074,2026-01-03,Wrong Product
O037076,2024-04-17,Quality Issue
O037096,2025-10-12,Damaged
O037115,2026-01-06,Damaged
O037116,2024-11-16,Damaged
O037117,2024-01-11,Wrong Product
O037120,2024-01-18,Wrong Product
O037123,2023-09-21,Late Delivery
O037126,2023-10-05,Late Delivery
O037134,2025-12-14,Late Delivery
O037138,2025-08-30,Quality Issue
O037151,2024-01-01,Damaged
O037166,2023-08-16,Late Delivery
O037172,2025-08-11,Quality Issue
O037178,2024-07-16,Late Delivery
O037221,2024-10-06,Quality Issue
O037223,2024-02-23,Late Delivery
O037224,2023-04-29,Customer Changed Mind
O037229,2024-05-12,Wrong Product
O037246,2024-01-27,Damaged
O037271,2025-04-13,Late Delivery
O037272,2024-02-29,Quality Issue
O037279,2025-10-05,Quality Issue
O037280,2025-02-26,Customer Changed Mind
O037285,2023-10-25,Customer Changed Mind
O037287,2025-09-20,Quality Issue
O037292,2023-02-02,Quality Issue
O037302,2025-01-08,Late Delivery
O037309,2024-10-27,Damaged
O037310,2025-10-04,Wrong Product
O037314,2023-11-24,Wrong Product
O037325,2025-12-25,Customer Changed Mind
O037341,2025-08-13,Damaged
O037347,2024-12-15,Customer Changed Mind
O037361,2023-06-16,Wrong Product
O037384,2024-12-03,Damaged
O037407,2023-12-05,Damaged
O037430,2024-05-14,Late Delivery
O037433,2025-06-04,Late Delivery
O037435,2025-04-08,Quality Issue
O037459,2024-03-29,Quality Issue
O037463,2023-07-06,Damaged
O037473,2023-07-01,Customer Changed Mind
O037486,2024-07-21,Customer Changed Mind
O037487,2024-02-03,Quality Issue
O037512,2025-10-31,Late Delivery
O037522,2024-03-09,Damaged
O037524,2023-01-25,Wrong Product
O037547,2024-01-22,Customer Changed Mind
O037553,2025-12-23,Late Delivery
O037555,2024-05-01,Late Delivery
O037559,2025-12-15,Damaged
O037563,2025-03-22,Wrong Product
O037585,2025-03-08,Late Delivery
O037602,2023-10-02,Wrong Product
O037612,2025-10-27,Wrong Product
O037630,2025-12-22,Damaged
O037643,2024-11-04,Late Delivery
O037644,2025-07-29,Wrong Product
O037702,2025-01-31,Wrong Product
O037707,2024-04-22,Late Delivery
O037758,2025-07-11,Damaged
O037774,2025-12-30,Wrong Product
O037777,2023-05-11,Quality Issue
O037781,2025-05-23,Customer Changed Mind
O037807,2025-03-13,Damaged
O037842,2023-02-11,Late Delivery
O037878,2025-04-10,Damaged
O037891,2025-12-17,Damaged
O037930,2025-09-14,Damaged
O037944,2024-08-13,Wrong Product
O037955,2024-08-24,Damaged
O037985,2024-10-23,Customer Changed Mind
O037993,2025-11-27,Customer Changed Mind
O038004,2024-01-17,Quality Issue
O038008,2023-09-30,Wrong Product
O038012,2025-05-09,Quality Issue
O038013,2024-12-06,Late Delivery
O038043,2025-11-19,Late Delivery
O038055,2023-11-13,Wrong Product
O038056,2025-12-02,Customer Changed Mind
O038088,2024-03-28,Wrong Product
O038089,2025-09-18,Wrong Product
O038092,2024-02-23,Wrong Product
O038104,2023-08-11,Customer Changed Mind
O038118,2023-07-19,Quality Issue
O038120,2024-12-04,Customer Changed Mind
O038139,2024-11-15,Customer Changed Mind
O038166,2024-08-04,Wrong Product
O038178,2025-10-31,Quality Issue
O038183,2024-07-11,Late Delivery
O038188,2025-07-12,Customer Changed Mind
O038193,2024-04-04,Late Delivery
O038194,2025-10-27,Quality Issue
O038207,2024-10-08,Quality Issue
O038222,2023-01-26,Late Delivery
O038230,2023-08-07,Late Delivery
O038234,2025-08-28,Quality Issue
O038245,2024-03-11,Quality Issue
O038253,2023-10-16,Customer Changed Mind
O038259,2024-12-05,Wrong Product
O038276,2025-02-08,Damaged
O038285,2025-10-24,Damaged
O038286,2024-11-14,Damaged
O038292,2023-08-01,Quality Issue
O038308,2025-08-18,Wrong Product
O038335,2023-04-14,Customer Changed Mind
O038343,2023-10-17,Late Delivery
O038345,2024-10-28,Customer Changed Mind
O038369,2024-10-25,Quality Issue
O038374,2025-02-17,Wrong Product
O038415,2025-09-07,Damaged
O038429,2024-04-28,Customer Changed Mind
O038456,2023-07-25,Quality Issue
O038461,2023-01-30,Late Delivery
O038463,2023-04-13,Customer Changed Mind
O038473,2024-03-16,Wrong Product
O038483,2023-05-25,Damaged
O038492,2025-12-01,Customer Changed Mind
O038498,2025-12-03,Quality Issue
O038502,2025-04-18,Late Delivery
O038509,2024-10-20,Quality Issue
O038545,2023-04-11,Quality Issue
O038559,2024-03-15,Late Delivery
O038560,2025-11-09,Quality Issue
O038595,2024-06-13,Customer Changed Mind
O038607,2023-11-09,Quality Issue
O038615,2024-01-08,Late Delivery
O038670,2024-09-16,Late Delivery
O038712,2025-03-13,Damaged
O038713,2023-08-23,Quality Issue
O038715,2024-06-23,Damaged
O038721,2023-09-13,Late Delivery
O038734,2023-12-07,Quality Issue
O038746,2023-06-22,Wrong Product
O038759,2024-07-06,Damaged
O038775,2024-04-13,Damaged
O038776,2024-04-04,Wrong Product
O038785,2023-07-31,Late Delivery
O038787,2023-10-05,Wrong Product
O038798,2025-09-23,Quality Issue
O038807,2024-06-18,Damaged
O038815,2024-07-19,Damaged
O038842,2024-04-11,Quality Issue
O038848,2025-05-25,Quality Issue
O038857,2024-04-26,Late Delivery
O038864,2023-02-04,Quality Issue
O038917,2026-01-06,Damaged
O038925,2024-04-24,Customer Changed Mind
O038936,2024-09-13,Quality Issue
O038950,2024-12-25,Customer Changed Mind
O039001,2025-05-07,Customer Changed Mind
O039010,2024-01-26,Damaged
O039026,2024-10-03,Damaged
O039037,2023-03-03,Wrong Product
O039045,2024-04-26,Customer Changed Mind
O039057,2025-03-18,Late Delivery
O039063,2025-01-15,Customer Changed Mind
O039116,2023-02-01,Wrong Product
O039135,2025-03-16,Wrong Product
O039136,2024-02-07,Wrong Product
O039161,2024-06-26,Quality Issue
O039178,2025-06-26,Late Delivery
O039183,2025-10-08,Customer Changed Mind
O039202,2024-10-29,Quality Issue
O039216,2025-07-11,Quality Issue
O039225,2024-08-18,Customer Changed Mind
O039227,2023-01-31,Wrong Product
O039238,2024-03-20,Late Delivery
O039240,2025-10-17,Wrong Product
O039241,2025-04-14,Customer Changed Mind
O039242,2024-03-20,Wrong Product
O039259,2024-08-17,Damaged
O039289,2024-10-19,Damaged
O039310,2024-05-31,Quality Issue
O039312,2023-05-29,Customer Changed Mind
O039317,2024-04-20,Quality Issue
O039322,2024-02-14,Wrong Product
O039323,2023-08-18,Wrong Product
O039332,2025-08-21,Damaged
O039367,2024-02-27,Customer Changed Mind
O039389,2025-01-13,Customer Changed Mind
O039425,2024-12-12,Late Delivery
O039435,2024-08-20,Damaged
O039444,2025-09-12,Damaged
O039446,2025-07-01,Quality Issue
O039448,2025-04-01,Customer Changed Mind
O039455,2025-10-24,Wrong Product
O039465,2025-08-01,Customer Changed Mind
O039482,2023-04-22,Late Delivery
O039489,2025-11-12,Late Delivery
O039505,2025-04-07,Damaged
O039512,2024-06-05,Quality Issue
O039513,2023-06-28,Wrong Product
O039514,2025-03-11,Late Delivery
O039526,2025-11-16,Damaged
O039534,2025-01-28,Quality Issue
O039552,2025-01-23,Quality Issue
O039560,2025-02-25,Quality Issue
O039572,2023-04-12,Damaged
O039599,2025-03-14,Customer Changed Mind
O039610,2024-11-15,Damaged
O039625,2024-06-07,Wrong Product
O039647,2023-04-24,Wrong Product
O039656,2025-07-16,Customer Changed Mind
O039669,2025-06-08,Customer Changed Mind
O039675,2025-03-19,Quality Issue
O039705,2023-11-15,Damaged
O039723,2023-02-04,Wrong Product
O039724,2025-06-07,Quality Issue
O039807,2025-01-07,Damaged
O039834,2024-01-29,Customer Changed Mind
O039835,2025-10-15,Damaged
O039851,2023-06-05,Quality Issue
O039853,2024-08-09,Damaged
O039855,2023-05-09,Quality Issue
O039863,2023-09-15,Quality Issue
O039865,2025-06-19,Wrong Product
O039885,2024-12-31,Wrong Product
O039927,2025-10-10,Wrong Product
O039945,2024-02-12,Wrong Product
O039952,2023-07-16,Customer Changed Mind
O039975,2024-01-14,Quality Issue
O039976,2025-02-03,Wrong Product
O039981,2023-05-15,Wrong Product
O039982,2023-12-29,Damaged
O039992,2025-11-03,Damaged
O040004,2023-03-06,Late Delivery
O040021,2025-05-03,Wrong Product
O040032,2023-02-23,Wrong Product
O040036,2023-05-08,Quality Issue
O040042,2025-02-02,Wrong Product
O040063,2025-07-20,Late Delivery
O040075,2025-02-09,Quality Issue
O040077,2023-06-27,Wrong Product
O040078,2024-10-01,Quality Issue
O040114,2024-02-28,Wrong Product
O040124,2025-07-14,Wrong Product
O040132,2024-12-18,Damaged
O040138,2024-01-31,Wrong Product
O040148,2024-04-13,Wrong Product
O040152,2025-11-04,Quality Issue
O040208,2025-03-09,Customer Changed Mind
O040230,2025-09-30,Wrong Product
O040251,2023-06-03,Quality Issue
O040268,2026-01-07,Wrong Product
O040269,2023-11-16,Customer Changed Mind
O040275,2025-02-13,Wrong Product
O040298,2025-01-16,Damaged
O040309,2025-06-17,Late Delivery
O040310,2025-12-14,Customer Changed Mind
O040325,2025-02-12,Customer Changed Mind
O040417,2023-07-06,Late Delivery
O040469,2023-11-19,Quality Issue
O040481,2024-08-01,Quality Issue
O040483,2025-05-03,Late Delivery
O040486,2025-07-30,Customer Changed Mind
O040506,2025-07-17,Quality Issue
O040509,2024-04-21,Quality Issue
O040520,2025-01-03,Customer Changed Mind
O040539,2025-08-13,Wrong Product
O040540,2025-08-22,Customer Changed Mind
O040544,2025-05-09,Quality Issue
O040548,2024-06-05,Late Delivery
O040582,2024-03-05,Customer Changed Mind
O040637,2024-08-05,Damaged
O040639,2025-06-16,Late Delivery
O040664,2025-03-12,Customer Changed Mind
O040665,2024-07-14,Late Delivery
O040678,2024-08-10,Customer Changed Mind
O040680,2023-10-24,Late Delivery
O040682,2025-01-10,Customer Changed Mind
O040687,2025-04-08,Late Delivery
O040720,2024-11-10,Quality Issue
O040727,2023-12-10,Quality Issue
O040729,2024-01-30,Quality Issue
O040732,2023-10-22,Wrong Product
O040737,2025-01-18,Customer Changed Mind
O040739,2024-04-12,Wrong Product
O040751,2025-10-26,Late Delivery
O040767,2024-07-03,Late Delivery
O040781,2023-08-09,Damaged
O040787,2025-10-13,Late Delivery
O040807,2024-09-28,Quality Issue
O040843,2024-03-10,Customer Changed Mind
O040847,2024-10-09,Customer Changed Mind
O040852,2024-03-01,Late Delivery
O040855,2023-11-04,Damaged
O040861,2025-10-08,Late Delivery
O040876,2024-06-04,Customer Changed Mind
O040877,2025-07-06,Wrong Product
O040881,2023-12-30,Quality Issue
O040909,2025-06-19,Late Delivery
O040912,2024-07-13,Quality Issue
O040918,2025-08-20,Customer Changed Mind
O040927,2024-02-20,Late Delivery
O040940,2023-09-19,Customer Changed Mind
O040945,2024-01-22,Customer Changed Mind
O040948,2024-02-09,Quality Issue
O040954,2025-01-13,Quality Issue
O040956,2025-04-06,Damaged
O040968,2024-09-03,Quality Issue
O040971,2025-03-18,Wrong Product
O040997,2025-08-30,Wrong Product
O041033,2024-06-09,Customer Changed Mind
O041039,2025-03-27,Wrong Product
O041082,2025-11-20,Wrong Product
O041100,2024-12-19,Quality Issue
O041126,2023-11-27,Customer Changed Mind
O041165,2024-05-19,Late Delivery
O041167,2024-01-07,Wrong Product
O041208,2025-07-16,Customer Changed Mind
O041216,2025-08-17,Quality Issue
O041219,2023-09-07,Damaged
O041256,2025-07-26,Wrong Product
O041265,2025-01-18,Late Delivery
O041276,2025-05-19,Customer Changed Mind
O041306,2024-09-21,Quality Issue
O041331,2024-03-12,Wrong Product
O041333,2023-05-01,Damaged
O041338,2024-12-13,Wrong Product
O041340,2023-12-14,Damaged
O041411,2024-11-05,Quality Issue
O041445,2024-09-01,Wrong Product
O041495,2025-07-24,Wrong Product
O041506,2024-06-27,Damaged
O041510,2023-04-09,Customer Changed Mind
O041511,2023-10-21,Wrong Product
O041556,2024-08-23,Customer Changed Mind
O041568,2025-11-09,Quality Issue
O041575,2024-02-17,Customer Changed Mind
O041591,2023-04-11,Damaged
O041595,2023-03-17,Customer Changed Mind
O041621,2023-04-25,Quality Issue
O041630,2025-11-11,Late Delivery
O041661,2024-05-09,Damaged
O041665,2025-06-30,Customer Changed Mind
O041693,2023-10-19,Damaged
O041703,2024-12-02,Wrong Product
O041725,2024-12-20,Late Delivery
O041726,2023-07-27,Late Delivery
O041743,2025-08-05,Damaged
O041757,2024-03-26,Late Delivery
O041761,2023-11-18,Late Delivery
O041765,2023-12-29,Customer Changed Mind
O041767,2023-03-23,Wrong Product
O041768,2025-05-06,Late Delivery
O041780,2023-03-30,Customer Changed Mind
O041787,2024-10-05,Damaged
O041792,2023-07-03,Damaged
O041814,2025-01-13,Wrong Product
O041819,2025-11-16,Quality Issue
O041828,2025-04-19,Late Delivery
O041852,2025-06-10,Customer Changed Mind
O041855,2024-11-30,Customer Changed Mind
O041892,2024-06-16,Damaged
O041936,2023-05-06,Customer Changed Mind
O041957,2024-01-28,Quality Issue
O041964,2024-01-17,Quality Issue
O041972,2023-03-30,Quality Issue
O041980,2023-07-20,Damaged
O041999,2025-03-07,Quality Issue
O042004,2023-03-13,Wrong Product
